Open,Day Range,52 Week Range,Market Cap,Shares Outstanding,Public Float,Beta,Rev. per Employee,P/E Ratio,EPS,Yield,Dividend,Ex-Dividend Date,Short Interest,% of Float Shorted,Average Volume,Instrument
['රු.10.00'],['9.70 - 10.20'],['2.80 - 11.40'],['රු.9.41B'],['N/A'],['255.37M'],['N/A'],['N/A'],['15.26'],['රු.0.64'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['8.34M'],GLAS.N0000?countryCode=LK
['රු.13.40'],['13.30 - 14.00'],['9.28 - 17.04'],['රු.1.63B'],['121M'],['118.34K'],['N/A'],['N/A'],['52.24'],['රු.0.25'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['13.56K'],GSF.N0000?countryCode=LK
['රු.34.50'],['32.80 - 34.50'],['20.00 - 37.80'],['රු.2.87B'],['N/A'],['N/A'],['N/A'],['රු.7.513M'],['13.26'],['රු.2.49'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['4.96K'],CARE.N0000?countryCode=LK
['රු.123.50'],['123.50 - 125.00'],['112.70 - 155.00'],['රු.8.17B'],['N/A'],['2.29M'],['N/A'],['N/A'],['14.64'],['රු.8.45'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['774.83'],PDL.N0000?countryCode=LK
['රු.30.00'],['30.00 - 30.00'],['16.00 - 37.30'],['රු.72M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.5.72'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['4.9K'],RGEM.N0000?countryCode=LK
['රු.6.50'],['6.40 - 6.80'],['1.50 - 11.30'],['රු.1.81B'],['N/A'],['N/A'],['N/A'],['රු.2.411M'],['15.12'],['රු.0.42'],['1.56%'],['රු.0.10'],"['Oct 2, 2020']",['N/A'],['N/A'],['346.89K'],RWSL.N0000?countryCode=LK
['රු.20.00'],['18.50 - 20.00'],['15.00 - 21.80'],['රු.364M'],['N/A'],['N/A'],['N/A'],['රු.2.120M'],['53.48'],['රු.0.35'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['847.35'],RFL.N0000?countryCode=LK
['රු.129.00'],['120.25 - 131.00'],['48.10 - 160.00'],['රු.1.46B'],['N/A'],['N/A'],['N/A'],['රු.15.608M'],['20.91'],['රු.6.08'],['4.91%'],['රු.6.25'],"['May 14, 2020']",['N/A'],['N/A'],['56.69K'],REG.N0000?countryCode=LK
['රු.4.70'],['4.50 - 4.80'],['1.70 - 6.60'],['රු.2.58B'],['N/A'],['N/A'],['N/A'],['රු.5.402M'],['10.88'],['රු.0.42'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.12M'],RAL.N0000?countryCode=LK
['රු.9.00'],['8.80 - 9.40'],['1.40 - 10.50'],['රු.1.69B'],['N/A'],['N/A'],['N/A'],['N/A'],['37.49'],['රු.0.24'],['1.10%'],['රු.0.13'],"['Sep 19, 2019']",['N/A'],['N/A'],['1.48M'],KZOO.N0000?countryCode=LK
['රු.275.00'],['275.00 - 281.00'],['155.00 - 288.75'],['රු.1.93B'],['N/A'],['N/A'],['N/A'],['රු.2.598M'],['7.81'],['රු.35.19'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.97K'],RENU.N0000?countryCode=LK
['රු.17.70'],['17.00 - 17.70'],['12.00 - 21.00'],['රු.2.08B'],['N/A'],['N/A'],['N/A'],['N/A'],['12.29'],['රු.1.39'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['84.18K'],COCO.N0000?countryCode=LK
['රු.19.90'],['18.60 - 19.90'],['10.26 - 22.50'],['රු.3.37B'],['155.81M'],['N/A'],['N/A'],['රු.6.038M'],['11.95'],['රු.1.60'],['1.31%'],['රු.0.24'],"['Sep 29, 2020']",['N/A'],['N/A'],['536.35K'],RHL.N0000?countryCode=LK
['රු.14.60'],['14.00 - 14.60'],['7.10 - 15.90'],['රු.3.37B'],['22.5M'],['N/A'],['N/A'],['රු.6.038M'],['8.88'],['රු.1.60'],['1.76%'],['රු.0.24'],"['Sep 29, 2020']",['N/A'],['N/A'],['167.89K'],RHL.X0000?countryCode=LK
['රු.75.00'],['75.00 - 75.00'],['32.10 - 90.00'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['44.29K'],RCH.N0000?countryCode=LK
['රු.27.50'],['25.90 - 27.50'],['18.15 - 29.43'],['රු.2.19B'],['79.03M'],['0'],['N/A'],['රු.5.804M'],['7.71'],['රු.3.37'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['11.22K'],HPWR.N0000?countryCode=LK
['රු.16.50'],['15.90 - 16.50'],['7.00 - 17.30'],['රු.32.97B'],['N/A'],['360.8M'],['N/A'],['රු.1.937M'],['16.33'],['රු.0.98'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.36M'],RICH.N0000?countryCode=LK
['රු.450.25'],['425.00 - 470.00'],['150.00 - 474.50'],['රු.5.07B'],['N/A'],['N/A'],['N/A'],['රු.9.323M'],['8.70'],['රු.49.16'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['6.01K'],REXP.N0000?countryCode=LK
['රු.7.80'],['7.50 - 7.90'],['3.30 - 11.40'],['රු.6.16B'],['N/A'],['320M'],['N/A'],['රු.8.764M'],['6.46'],['රු.1.18'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.48M'],RIL.N0000?countryCode=LK
['රු.400.00'],['351.00 - 400.00'],['47.00 - 439.50'],['රු.44.15B'],['N/A'],['36.9M'],['N/A'],['රු.3.278M'],['14.31'],['රු.26.76'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['534.54K'],RCL.N0000?countryCode=LK
['රු.18.00'],['17.80 - 18.00'],['12.00 - 22.50'],['රු.900M'],['N/A'],['N/A'],['N/A'],['N/A'],['32.32'],['රු.0.55'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['5.87K'],RPBH.N0000?countryCode=LK
['රු.209.00'],['193.25 - 210.00'],['96.00 - 250.00'],['රු.76.86B'],['N/A'],['231.21M'],['N/A'],['රු.29.426M'],['7.37'],['රු.26.51'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['721.06K'],SAMP.N0000?countryCode=LK
['රු.151.00'],['151.00 - 151.00'],['72.00 - 194.50'],['රු.639.15M'],['N/A'],['N/A'],['N/A'],['රු.3.487M'],['29.25'],['රු.5.16'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.15K'],SIL.N0000?countryCode=LK
['රු.63.00'],['61.60 - 65.30'],['38.96 - 68.50'],['රු.5.75B'],['91.58M'],['N/A'],['N/A'],['N/A'],['4.65'],['රු.13.45'],['2.95%'],['රු.1.93'],"['Jul 16, 2020']",['N/A'],['N/A'],['197.8K'],SDB.N0000?countryCode=LK
['රු.250.00'],['241.00 - 250.00'],['220.00 - 319.70'],['රු.1.49B'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.11.74'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['632.98'],SMOT.N0000?countryCode=LK
['රු.798.75'],['798.25 - 849.50'],"['600.00 - 1,000.00']",['රු.4.64B'],['N/A'],['74.12K'],['N/A'],['N/A'],['514.32'],['රු.1.59'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['23.83'],SELI.N0000?countryCode=LK
['රු.7.40'],['6.70 - 7.40'],['2.80 - 8.70'],['රු.239.64M'],['N/A'],['N/A'],['N/A'],['රු.2.123M'],['N/A'],['-රු.3.06'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['85.85K'],IDL.N0000?countryCode=LK
['රු.15.70'],['15.70 - 16.50'],['14.20 - 27.90'],['රු.1.57B'],['N/A'],['N/A'],['N/A'],['රු.2.228M'],['N/A'],['-රු.2.18'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['680.44K'],SHOT.N0000?countryCode=LK
['රු.9.90'],['9.80 - 9.90'],['8.00 - 14.40'],['රු.1.57B'],['N/A'],['N/A'],['N/A'],['රු.2.228M'],['N/A'],['-රු.2.18'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['324.23K'],SHOT.X0000?countryCode=LK
"['රු.2,265.50']","['2,265.50 - 2,265.50']","['1,050.00 - 2,265.50']",['රු.652.5M'],['N/A'],['N/A'],['N/A'],['N/A'],['39.76'],['රු.56.98'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['20.08'],SLND.N0000?countryCode=LK
['රු.58.00'],['56.00 - 59.50'],['24.49 - 68.00'],['රු.27.52B'],['256.72M'],['105.66M'],['N/A'],['රු.17.434M'],['8.57'],['රු.6.59'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['300.82K'],SEYB.N0000?countryCode=LK
['රු.48.10'],['45.80 - 48.80'],['18.69 - 60.00'],['රු.27.52B'],['260.31M'],['98.53M'],['N/A'],['රු.17.434M'],['7.17'],['රු.6.57'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['711.8K'],SEYB.X0000?countryCode=LK
['රු.17.20'],['16.60 - 17.20'],['8.00 - 17.70'],['රු.2.54B'],['N/A'],['0'],['N/A'],['රු.14.087M'],['10.86'],['රු.1.54'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['162.5K'],CSD.N0000?countryCode=LK
"['රු.1,203.50']","['1,203.20 - 1,203.50']","['902.80 - 1,461.75']",['රු.6.49B'],['N/A'],['19.19K'],['N/A'],['N/A'],"['7,305.40']",['රු.0.16'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['14.18'],SHAL.N0000?countryCode=LK
['රු.8.20'],['7.70 - 8.30'],['1.60 - 10.60'],['රු.4.46B'],['N/A'],['N/A'],['N/A'],['රු.19.184M'],['24.41'],['රු.0.33'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['3.37M'],SIRA.N0000?countryCode=LK
['රු.42.00'],['38.50 - 42.00'],['17.50 - 42.00'],['රු.354.6M'],['N/A'],['N/A'],['N/A'],['රු.1.518M'],['N/A'],['-රු.5.19'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['7.07K'],SIGV.N0000?countryCode=LK
['රු.70.00'],['66.50 - 70.00'],['20.00 - 86.00'],['රු.25.88B'],['N/A'],['43.42M'],['N/A'],['රු.18.606M'],['21.68'],['රු.3.09'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['193.39K'],SINS.N0000?countryCode=LK
['රු.17.20'],['15.90 - 17.50'],['7.40 - 19.40'],['රු.3.44B'],['N/A'],['28.19M'],['N/A'],['රු.6.946M'],['7.78'],['රු.2.11'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['185.9K'],SFIN.N0000?countryCode=LK
['රු.113.25'],['113.25 - 119.00'],['50.00 - 140.00'],['රු.1.13B'],['N/A'],['N/A'],['N/A'],['රු.7.323M'],['119.25'],['රු.0.95'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['4.29K'],SINI.N0000?countryCode=LK
['රු.2.80'],['2.60 - 2.90'],['1.20 - 3.90'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.23M'],SINH.N0000?countryCode=LK
['රු.8.30'],['8.00 - 8.30'],['5.00 - 11.00'],['රු.535.15M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.0.80'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['31.22K'],SFL.N0000?countryCode=LK
['රු.1.30'],['1.10 - 1.40'],['0.30 - 1.50'],['රු.1.92B'],['N/A'],['N/A'],['N/A'],['රු.7.659M'],['N/A'],['-රු.0.02'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['4.67M'],SEMB.N0000?countryCode=LK
['රු.0.60'],['0.40 - 0.60'],['0.20 - 0.70'],['රු.1.92B'],['N/A'],['N/A'],['N/A'],['රු.7.659M'],['N/A'],['-රු.0.02'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['4.77M'],SEMB.X0000?countryCode=LK
['රු.4.40'],['4.10 - 4.40'],['2.91 - 5.72'],['රු.4.1B'],['977.19M'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.0.80'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.23M'],SCAP.N0000?countryCode=LK
['රු.12.00'],['11.70 - 12.00'],['9.00 - 16.00'],['රු.3.23B'],['268.76M'],['N/A'],['N/A'],['රු.6.714M'],['N/A'],['-රු.9.91'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['30.87K'],CRL.N0000?countryCode=LK
['රු.14.50'],['13.80 - 15.30'],['9.80 - 15.30'],['රු.17.17B'],['N/A'],['58.65M'],['N/A'],['රු.6.803M'],['N/A'],['-රු.5.70'],['0.00%'],['රු.0.50'],"['Aug 8, 2019']",['N/A'],['N/A'],['442.71K'],SHL.N0000?countryCode=LK
['රු.33.00'],['32.90 - 34.10'],['20.00 - 38.00'],['රු.12.41B'],['N/A'],['32.67M'],['N/A'],['රු.16.015M'],['10.82'],['රු.3.07'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['514.84K'],AAIC.N0000?countryCode=LK
['රු.39.00'],['37.20 - 39.90'],['18.00 - 42.90'],['රු.70.39B'],['N/A'],['86.54M'],['N/A'],['N/A'],['8.37'],['රු.4.48'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['46.92K'],SLTL.N0000?countryCode=LK
['රු.86.10'],['85.10 - 89.00'],['40.50 - 190.60'],['රු.474.29M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.1.61'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.61K'],SING.N0000?countryCode=LK
['රු.98.00'],['95.00 - 100.00'],['36.00 - 105.00'],['රු.15.07B'],['N/A'],['16.76M'],['N/A'],['N/A'],['12.89'],['රු.7.49'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['210.36K'],SUN.N0000?countryCode=LK
"['රු.22,500']","['18,325 - 22,500']","['12,000 - 22,800']",['රු.2.74B'],['N/A'],['N/A'],['N/A'],['N/A'],['20.99'],['රු.873'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.02'],SWAD.N0000?countryCode=LK
['රු.154.00'],['140.00 - 154.00'],['22.00 - 176.00'],['රු.4.22B'],['N/A'],['N/A'],['N/A'],['රු.12.699M'],['17.66'],['රු.8.20'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['365.55K'],PARQ.N0000?countryCode=LK
['රු.16.00'],['16.00 - 16.40'],['7.70 - 17.80'],['රු.2.25B'],['N/A'],['11.34M'],['N/A'],['N/A'],['N/A'],['-රු.4.33'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['18.91K'],TAJ.N0000?countryCode=LK
['රු.101.00'],['97.10 - 108.50'],['37.00 - 115.50'],['රු.2.13B'],['N/A'],['N/A'],['N/A'],['රු.633.48K'],['5.01'],['රු.19.65'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['49.65K'],TPL.N0000?countryCode=LK
['රු.40.80'],['40.80 - 41.00'],['25.00 - 55.20'],['රු.820M'],['N/A'],['N/A'],['N/A'],['N/A'],['57.98'],['රු.0.71'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.38K'],TANG.N0000?countryCode=LK
['රු.41.30'],['41.20 - 41.30'],['19.10 - 45.80'],['රු.1.24B'],['N/A'],['N/A'],['N/A'],['රු.3.700M'],['15.52'],['රු.2.65'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['6.65K'],TSML.N0000?countryCode=LK
['රු.44.30'],['42.50 - 44.30'],['18.00 - 46.50'],['රු.31.42B'],['N/A'],['251.25M'],['N/A'],['රු.12.730M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['778K'],TJL.N0000?countryCode=LK
['රු.0.70'],['0.60 - 0.80'],['0.30 - 1.00'],['රු.267.86M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.0.04'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.25M'],TESS.N0000?countryCode=LK
"['රු.1,105.00']","['1,105.00 - 1,123.20']","['793.60 - 1,400.00']",['රු.5.4B'],['N/A'],['0'],['N/A'],['N/A'],['N/A'],['-රු.0.14'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['12.42'],INDO.N0000?countryCode=LK
['රු.237.75'],['230.00 - 240.00'],['70.00 - 295.00'],['රු.5.73B'],['N/A'],['N/A'],['N/A'],['රු.3.550M'],['6.67'],['රු.34.86'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['94.03K'],TAFL.N0000?countryCode=LK
['රු.83.50'],['78.00 - 84.00'],['19.20 - 90.00'],['රු.32.25B'],['N/A'],['67.48M'],['N/A'],['රු.25.900M'],['8.70'],['රු.9.42'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['987.39K'],TKYO.N0000?countryCode=LK
['රු.74.30'],['67.00 - 75.00'],['16.00 - 82.00'],['රු.32.25B'],['N/A'],['101.16M'],['N/A'],['රු.25.900M'],['7.64'],['රු.9.42'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.74M'],TKYO.X0000?countryCode=LK
['රු.64.80'],['64.80 - 64.80'],['55.00 - 70.00'],['රු.12.42B'],['N/A'],['13.12M'],['N/A'],['රු.3.805M'],['N/A'],['-රු.1.39'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['337.69'],TRAN.N0000?countryCode=LK
['රු.27.00'],['26.70 - 27.00'],['17.60 - 41.50'],['රු.525.71M'],['N/A'],['N/A'],['N/A'],['රු.331.41K'],['N/A'],['-රු.9.30'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['13.75K'],UDPL.N0000?countryCode=LK
['රු.315.00'],['311.25 - 315.00'],['274.90 - 355.00'],['රු.18.39B'],['N/A'],['2.58M'],['N/A'],['රු.3.925M'],['15.75'],['රු.19.87'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.19K'],UAL.N0000?countryCode=LK
['රු.14.20'],['13.50 - 14.30'],['6.50 - 17.00'],['රු.15.28B'],['N/A'],['100.59M'],['N/A'],['රු.11.901M'],['19.06'],['රු.0.72'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.09M'],UBC.N0000?countryCode=LK
['රු.855.00'],['850.00 - 910.00'],"['300.00 - 1,000.00']",['රු.1.37B'],['N/A'],['N/A'],['N/A'],['N/A'],['14.44'],['රු.63.03'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['156.62'],UCAR.N0000?countryCode=LK
['රු.17.00'],['16.70 - 17.50'],['5.60 - 22.90'],['රු.368.37M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.3.25'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['83.08K'],ALUF.N0000?countryCode=LK
['රු.76.20'],['75.00 - 77.90'],['45.00 - 83.00'],['රු.7.72B'],['N/A'],['95.96M'],['N/A'],['රු.12.507M'],['N/A'],['-රු.0.26'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['84.97K'],UML.N0000?countryCode=LK
['රු.159.00'],['125.25 - 160.00'],['39.00 - 194.50'],['රු.9.39B'],['N/A'],['N/A'],['N/A'],['රු.9.245M'],['7.49'],['රු.19.52'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['92.62K'],VFIN.N0000?countryCode=LK
['රු.85.00'],['79.00 - 88.00'],['10.90 - 95.00'],['රු.88.99B'],['N/A'],['179.7M'],['N/A'],['රු.4.816M'],['18.65'],['රු.4.30'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.66M'],VONE.N0000?countryCode=LK
['රු.8.20'],['8.10 - 8.50'],['4.80 - 8.60'],['රු.6.13B'],['N/A'],['248.85M'],['N/A'],['රු.10.910M'],['10.47'],['රු.0.79'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.77M'],VPEL.N0000?countryCode=LK
['රු.5.90'],['5.60 - 5.90'],['3.90 - 7.00'],['රු.4.8B'],['842.61M'],['N/A'],['N/A'],['රු.6.547M'],['7.60'],['රු.0.75'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['932.59K'],VLL.N0000?countryCode=LK
['රු.3.90'],['3.70 - 3.90'],['2.70 - 6.00'],['රු.2.13B'],['N/A'],['N/A'],['N/A'],['රු.2.099M'],['N/A'],['-රු.0.45'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['435.88K'],CITW.N0000?countryCode=LK
['රු.65.40'],['63.30 - 65.40'],['16.10 - 65.60'],['රු.13.22B'],['N/A'],['41.04M'],['N/A'],['N/A'],['11.50'],['රු.5.57'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['161.39K'],WATA.N0000?countryCode=LK
['රු.220.00'],['210.50 - 220.00'],['53.00 - 325.00'],['රු.186.19M'],['N/A'],['N/A'],['N/A'],['N/A'],['28.23'],['රු.7.54'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.81K'],YORK.N0000?countryCode=LK
